IDENTIFICADOR_DEL_REGISTRO,INCUMPLIMIENTO,CLASIFICACION_RESULTADO_PRODUCTO
8242,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8243,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8244,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8245,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8246,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8247,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8248,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8249,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8250,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8251,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8252,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8253,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8254,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8255,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8256,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8257,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8258,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8259,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8260,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8261,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8262,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8263,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8264,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8265,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8266,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8267,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8268,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8269,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8270,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8271,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8272,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8273,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8274,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8275,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8276,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8277,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8278,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8279,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8280,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8281,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8282,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8283,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8284,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8285,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8286,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8287,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8288,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8289,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8290,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8291,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8292,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8293,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8294,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8295,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8296,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8297,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8298,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8299,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8300,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8301,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8302,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8303,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8304,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8305,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8306,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8307,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8308,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8309,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8310,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8311,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8312,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8313,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8314,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8315,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8316,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8317,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8318,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8319,Carece de certificado de cumplimiento NOM,VISITA CON INFRACCION  PRODUCTO EMPLAZADO
8320,Carece de leyenda que identifique el pais de origen del producto,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
8321,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8322,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8323,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8324,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8325,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8326,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8327,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8328,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8329,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8330,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8331,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8332,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8333,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8334,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8335,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8336,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8337,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8338,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8339,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8340,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8341,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8342,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8343,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8344,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8345,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8346,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8347,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8348,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8349,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8350,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8351,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8352,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8353,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8354,Carece de nombre  denominacion o razon social y domicilio fiscal del fabricante o responsable de la fabricaciÂ¾n para productos nacionales o del import,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
8355,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8356,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8357,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8358,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8359,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8360,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8361,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8362,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8363,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8364,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8365,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8366,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8367,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8368,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8369,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8370,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8371,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8372,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8373,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8374,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8375,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8376,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8377,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8378,Carece de nombre  denominacion o razon social y domicilio fiscal del fabricante o responsable de la fabricaciÂ¾n para productos nacionales o del import,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
8379,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8380,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8381,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8382,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8383,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8384,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8385,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8386,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8387,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8388,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8389,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8390,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8391,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8392,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8393,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8394,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8395,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8396,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8397,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8398,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8399,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8400,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8401,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8402,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8403,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8404,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8405,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8406,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8407,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8408,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8409,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8410,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8411,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8412,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8413,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8414,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8415,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8416,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8417,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8418,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8419,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8420,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8421,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8422,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8423,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8424,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8425,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8426,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8427,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8428,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8429,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8430,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8431,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8432,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8433,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8434,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8435,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8436,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8437,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8438,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8439,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8440,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8441,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8442,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8443,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8444,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8445,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8446,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8447,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8448,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8449,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8450,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8451,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8452,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8453,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8454,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8455,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8456,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8457,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8458,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8459,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8460,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8461,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8462,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8463,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8464,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8465,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8466,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8467,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8468,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8469,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8470,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8471,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8472,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8473,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8474,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8475,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8476,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8477,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8478,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8479,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8480,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8481,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8482,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8483,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8484,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8485,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8486,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8487,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8488,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8489,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8490,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8491,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8492,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8493,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8494,CARECE DE CERTIFICADO DE CUMPLIMIENTO DE LA NOM,VISITA CON INFRACCION  PRODUCTO EMPLAZADO
8495,CARECE DE CERTIFICADO DE CUMPLIMIENTO DE LA NOM,VISITA CON INFRACCION  PRODUCTO EMPLAZADO
8496,CARECE DE CERTIFICADO DE CUMPLIMIENTO DE LA NOM,VISITA CON INFRACCION  PRODUCTO EMPLAZADO
8497,CARECE DE CERTIFICADO DE CUMPLIMIENTO DE LA NOM,VISITA CON INFRACCION  PRODUCTO EMPLAZADO
8498,CARECE DE CERTIFICADO DE CUMPLIMIENTO DE LA NOM,VISITA CON INFRACCION  PRODUCTO EMPLAZADO
8499,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8500,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8501,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8502,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8503,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8504,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8505,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8506,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8507,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8508,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8509,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8510,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8511,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8512,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8513,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8514,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8515,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8516,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8517,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8518,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8519,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8520,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8521,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8522,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8523,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8524,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8525,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8526,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8527,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8528,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8529,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8530,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8531,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8532,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8533,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8534,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8535,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8536,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8537,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8538,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8539,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8540,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8541,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8542,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8543,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8544,No informa por ningun medio si los incentivos  objeto de la promocion se ofrecen con la garantia.,VISITA CON INFRACCION  PRODUCTO EMPLAZADO
8545,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8546,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8547,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8548,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8549,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8550,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8551,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8552,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8553,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8554,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8555,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8556,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8557,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8558,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8559,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8560,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8561,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8562,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8563,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8564,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8565,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8566,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8567,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8568,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8569,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8570,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8571,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8572,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8573,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8574,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8575,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8576,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8577,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8578,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8579,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8580,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8581,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8582,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8583,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8584,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8585,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8586,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8587,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8588,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8589,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8590,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8591,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8592,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8593,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8594,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8595,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8596,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8597,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8598,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8599,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8600,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8601,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8602,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8603,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8604,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8605,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8606,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8607,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8608,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8609,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8610,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8611,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8612,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8613,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8614,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8615,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8616,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8617,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8618,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
8619,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
